Count of Stolen Animals,Type of Animal,Borough,Type Of Offence,Animal Recovered,Year and Month
1,Dog,Lewisham,Theft and Handling,Recovered,Oct-2010
1,Dog,Croydon,Theft and Handling,Recovered,Oct-2010
1,Reptile,Bromley,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Havering,Theft and Handling,Recovered,Oct-2010
1,Dog,Havering,Theft and Handling,Recovered,Oct-2010
1,Dog,Southwark,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Oct-2010
1,Bird,Lambeth,Burglary,Not Recovered,Oct-2010
1,Dog,Southwark,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Newham,Burglary,Not Recovered,Oct-2010
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Greenwich,Theft and Handling,Not Recovered,Oct-2010
2,Bird,Richmond upon Thames,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Greenwich,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Barking and Dagenham,Burglary,Not Recovered,Oct-2010
2,Bird,Bexley,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Enfield,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Haringey,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Lambeth,Theft and Handling,Not Recovered,Oct-2010
1,Reptile,Havering,Theft and Handling,Not Recovered,Oct-2010
1,Dog,Southwark,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Islington,Burglary,Recovered,Nov-2010
1,Dog,Bromley,Burglary,Not Recovered,Nov-2010
1,Dog,Bromley,Burglary,Not Recovered,Nov-2010
1,Dog,Barnet,Burglary,Not Recovered,Nov-2010
1,Dog,Croydon,Theft and Handling,Recovered,Nov-2010
1,Dog,Bexley,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Bromley,Theft and Handling,Not Recovered,Nov-2010
1,Mammal (exc Cat and Dog),Havering,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Lambeth,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Islington,Violence Against the Person,Not Recovered,Nov-2010
1,Dog,Southwark,Robbery,Not Recovered,Nov-2010
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Nov-2010
10,Bird,Hounslow,Theft and Handling,Not Recovered,Nov-2010
4,Bird,Hounslow,Theft and Handling,Not Recovered,Nov-2010
1,Cat,Lewisham,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Lewisham,Theft and Handling,Recovered,Nov-2010
11,Bird,Hounslow,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Waltham Forest,Burglary,Not Recovered,Nov-2010
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Barnet,Robbery,Not Recovered,Nov-2010
1,Dog,Islington,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Enfield,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Greenwich,Theft and Handling,Not Recovered,Nov-2010
1,Dog,Greenwich,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Brent,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Southwark,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Lewisham,Violence Against the Person,Not Recovered,Dec-2010
1,Dog,Croydon,Robbery,Not Recovered,Dec-2010
1,Dog,Hillingdon,Burglary,Not Recovered,Dec-2010
1,Reptile,Southwark,Fraud or Forgery,Not Recovered,Dec-2010
1,Dog,Lewisham,Theft and Handling,Not Recovered,Dec-2010
2,Dog,Waltham Forest,Burglary,Not Recovered,Dec-2010
1,Dog,Sutton,Burglary,Not Recovered,Dec-2010
1,Mammal (exc Cat and Dog),Islington,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Ealing,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Croydon,Theft and Handling,Recovered,Dec-2010
1,Dog,Hammersmith and Fulham,Burglary,Not Recovered,Dec-2010
1,Dog,Croydon,Robbery,Not Recovered,Dec-2010
1,Dog,Hackney,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Westminster,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Barking and Dagenham,Burglary,Not Recovered,Dec-2010
1,Cat,Barking and Dagenham,Burglary,Not Recovered,Dec-2010
2,Fish,Barking and Dagenham,Burglary,Not Recovered,Dec-2010
2,Fish,Southwark,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Greenwich,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Islington,Theft and Handling,Not Recovered,Dec-2010
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Dec-2010
5,Dog,Camden,Robbery,Not Recovered,Jan-2011
1,Dog,Wandsworth,Theft and Handling,Recovered,Jan-2011
1,Cat,Harrow,Burglary,Recovered,Jan-2011
1,Cat,Harrow,Burglary,Not Recovered,Jan-2011
2,Bird,Bexley,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Lewisham,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Newham,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Lewisham,Theft and Handling,Not Recovered,Jan-2011
3,Bird,Bromley,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Sutton,Theft and Handling,Not Recovered,Jan-2011
2,Dog,Bromley,Robbery,Not Recovered,Jan-2011
1,Dog,Camden,Burglary,Not Recovered,Jan-2011
4,Cat,Southwark,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Jan-2011
3,Mammal (exc Cat and Dog),Waltham Forest,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Barking and Dagenham,Burglary,Not Recovered,Jan-2011
1,Dog,Wandsworth,Burglary,Not Recovered,Jan-2011
15,Fish,Harrow,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Croydon,Burglary,Not Recovered,Jan-2011
1,Dog,Croydon,Burglary,Not Recovered,Jan-2011
1,Dog,Westminster,Robbery,Not Recovered,Jan-2011
1,Dog,Southwark,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Southwark,Theft and Handling,Not Recovered,Jan-2011
1,Dog,Lambeth,Theft and Handling,Not Recovered,Jan-2011
1,Bird,Southwark,Theft and Handling,Recovered,Feb-2011
1,Dog,Waltham Forest,Burglary,Not Recovered,Feb-2011
1,Dog,Hackney,Burglary,Not Recovered,Feb-2011
1,Dog,Bromley,Theft and Handling,Not Recovered,Feb-2011
2,Dog,Barnet,Theft and Handling,Not Recovered,Feb-2011
2,Dog,Hammersmith and Fulham,Burglary,Not Recovered,Feb-2011
1,Mammal (exc Cat and Dog),Greenwich,Theft and Handling,Not Recovered,Feb-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,Feb-2011
1,Dog,Greenwich,Theft and Handling,Not Recovered,Feb-2011
1,Dog,Bexley,Violence Against the Person,Recovered,Feb-2011
1,Dog,Greenwich,Theft and Handling,Not Recovered,Feb-2011
3,Bird,Kingston upon Thames,Burglary,Not Recovered,Feb-2011
1,Dog,Greenwich,Theft and Handling,Not Recovered,Feb-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Feb-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Feb-2011
2,Bird,Richmond upon Thames,Burglary,Not Recovered,Feb-2011
4,Bird,Richmond upon Thames,Burglary,Not Recovered,Feb-2011
30,Mammal (exc Cat and Dog),Richmond upon Thames,Burglary,Not Recovered,Feb-2011
1,Mammal (exc Cat and Dog),Bexley,Burglary,Not Recovered,Mar-2011
1,Dog,Tower Hamlets,Burglary,Not Recovered,Mar-2011
1,Dog,Haringey,Theft and Handling,Not Recovered,Mar-2011
10,Bird,Bromley,Theft and Handling,Not Recovered,Mar-2011
1,Dog,Lambeth,Violence Against the Person,Not Recovered,Mar-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,Mar-2011
1,Dog,Haringey,Burglary,Recovered,Mar-2011
1,Dog,Hounslow,Theft and Handling,Not Recovered,Mar-2011
1,Mammal (exc Cat and Dog),Lewisham,Theft and Handling,Not Recovered,Mar-2011
1,Dog,Hillingdon,Burglary,Not Recovered,Mar-2011
8,Reptile,Greenwich,Theft and Handling,Not Recovered,Mar-2011
1,Dog,Greenwich,Theft and Handling,Not Recovered,Mar-2011
20,Fish,Merton,Theft and Handling,Recovered,Mar-2011
1,Cat,Bromley,Theft and Handling,Not Recovered,Mar-2011
4,Bird,Bromley,Theft and Handling,Not Recovered,Mar-2011
2,Bird,Bromley,Theft and Handling,Not Recovered,Mar-2011
1,Bird,Bromley,Theft and Handling,Not Recovered,Mar-2011
1,Reptile,Bromley,Burglary,Recovered,Mar-2011
1,Dog,Lambeth,Theft and Handling,Not Recovered,Mar-2011
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Mar-2011
2,Dog,Haringey,Burglary,Not Recovered,Mar-2011
1,Dog,Greenwich,Burglary,Not Recovered,Mar-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Mar-2011
1,Dog,Bromley,Burglary,Not Recovered,Mar-2011
2,Reptile,Hounslow,Burglary,Not Recovered,Mar-2011
1,Dog,Islington,Theft and Handling,Not Recovered,Mar-2011
2,Fish,Richmond upon Thames,Theft and Handling,Not Recovered,Mar-2011
1,Dog,Greenwich,Theft and Handling,Recovered,Mar-2011
1,Dog,Newham,Theft and Handling,Not Recovered,Mar-2011
1,Dog,Haringey,Burglary,Recovered,Apr-2011
1,Dog,Enfield,Burglary,Not Recovered,Apr-2011
12,Bird,Hillingdon,Burglary,Not Recovered,Apr-2011
2,Bird,Hillingdon,Burglary,Not Recovered,Apr-2011
2,Bird,Hillingdon,Burglary,Not Recovered,Apr-2011
1,Dog,Kingston upon Thames,Theft and Handling,Recovered,Apr-2011
1,Fish,Ealing,Criminal Damage,Recovered,Apr-2011
1,Fish,Ealing,Criminal Damage,Recovered,Apr-2011
1,Mammal (exc Cat and Dog),Hounslow,Theft and Handling,Not Recovered,Apr-2011
15,Bird,Hounslow,Theft and Handling,Not Recovered,Apr-2011
8,Mammal (exc Cat and Dog),Hounslow,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Hillingdon,Other Notifiable Offences,Not Recovered,Apr-2011
1,Dog,Enfield,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Newham,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Newham,Theft and Handling,Not Recovered,Apr-2011
1,Cat,Camden,Theft and Handling,Not Recovered,Apr-2011
1,Cat,Camden,Theft and Handling,Not Recovered,Apr-2011
1,Cat,Camden,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Bromley,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Hounslow,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Croydon,Burglary,Not Recovered,Apr-2011
1,Mammal (exc Cat and Dog),Redbridge,Theft and Handling,Not Recovered,Apr-2011
45,Bird,Hounslow,Burglary,Not Recovered,Apr-2011
2,Mammal (exc Cat and Dog),Hillingdon,Theft and Handling,Not Recovered,Apr-2011
5,Fish,Croydon,Theft and Handling,Not Recovered,Apr-2011
4,Bird,Hillingdon,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Islington,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Hillingdon,Fraud or Forgery,Recovered,Apr-2011
1,Reptile,Bromley,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Hounslow,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Brent,Theft and Handling,Not Recovered,Apr-2011
1,Cat,Newham,Theft and Handling,Not Recovered,Apr-2011
3,Reptile,Bromley,Theft and Handling,Not Recovered,Apr-2011
1,Cat,Hackney,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Apr-2011
1,Dog,Lambeth,Theft and Handling,Not Recovered,Apr-2011
1,Reptile,Hounslow,Theft and Handling,Not Recovered,May-2011
3,Fish,Hounslow,Theft and Handling,Not Recovered,May-2011
3,Bird,Bexley,Theft and Handling,Not Recovered,May-2011
1,Dog,Islington,Burglary,Recovered,May-2011
1,Dog,Southwark,Theft and Handling,Not Recovered,May-2011
1,Cat,Croydon,Theft and Handling,Recovered,May-2011
1,Mammal (exc Cat and Dog),Bexley,Burglary,Not Recovered,May-2011
1,Dog,Newham,Theft and Handling,Recovered,May-2011
1,Dog,Newham,Theft and Handling,Not Recovered,May-2011
12,Fish,Richmond upon Thames,Burglary,Not Recovered,May-2011
3,Bird,Redbridge,Theft and Handling,Not Recovered,May-2011
1,Dog,Islington,Theft and Handling,Recovered,May-2011
1,Dog,Bromley,Robbery,Not Recovered,May-2011
4,Cat,Croydon,Burglary,Not Recovered,May-2011
1,Dog,Newham,Violence Against the Person,Not Recovered,May-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2011
1,Bird,Bromley,Theft and Handling,Not Recovered,May-2011
1,Dog,Westminster,Theft and Handling,Not Recovered,May-2011
1,Dog,Hounslow,Burglary,Not Recovered,May-2011
1,Cat,Ealing,Robbery,Recovered,May-2011
1,Dog,Newham,Burglary,Not Recovered,May-2011
1,Reptile,Kingston upon Thames,Theft and Handling,Not Recovered,May-2011
1,Dog,Enfield,Theft and Handling,Recovered,May-2011
1,Dog,Newham,Theft and Handling,Not Recovered,May-2011
1,Dog,Westminster,Robbery,Not Recovered,May-2011
1,Dog,Redbridge,Theft and Handling,Not Recovered,May-2011
1,Dog,Brent,Theft and Handling,Not Recovered,May-2011
1,Dog,Bromley,Theft and Handling,Recovered,May-2011
1,Dog,Lambeth,Theft and Handling,Not Recovered,May-2011
1,Dog,Sutton,Theft and Handling,Not Recovered,May-2011
1,Dog,Tower Hamlets,Robbery,Not Recovered,May-2011
11,Dog,Lambeth,Burglary,Not Recovered,May-2011
1,Dog,Harrow,Theft and Handling,Recovered,May-2011
5,Insect,Havering,Theft and Handling,Not Recovered,May-2011
1,Dog,Harrow,Theft and Handling,Not Recovered,May-2011
2,Dog,Bromley,Theft and Handling,Not Recovered,May-2011
1,Dog,Wandsworth,Theft and Handling,Recovered,May-2011
1,Reptile,Bromley,Theft and Handling,Not Recovered,May-2011
1,Bird,Hackney,Burglary,Not Recovered,May-2011
1,Reptile,Kingston upon Thames,Theft and Handling,Not Recovered,May-2011
1,Dog,Ealing,Theft and Handling,Recovered,May-2011
2,Insect,Havering,Theft and Handling,Not Recovered,May-2011
1,Dog,Sutton,Theft and Handling,Not Recovered,May-2011
1,Dog,Sutton,Theft and Handling,Not Recovered,May-2011
1,Dog,Waltham Forest,Burglary,Recovered,May-2011
1,Dog,Brent,Theft and Handling,Not Recovered,May-2011
1,Dog,Redbridge,Theft and Handling,Not Recovered,May-2011
1,Dog,Lambeth,Theft and Handling,Not Recovered,May-2011
2,Bird,Bromley,Burglary,Not Recovered,May-2011
10,Bird,Haringey,Theft and Handling,Not Recovered,May-2011
1,Dog,Bexley,Theft and Handling,Not Recovered,May-2011
1,Dog,Bromley,Theft and Handling,Recovered,Jun-2011
1,Dog,Greenwich,Burglary,Not Recovered,Jun-2011
1,Bird,Brent,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Southwark,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Bromley,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Newham,Theft and Handling,Not Recovered,Jun-2011
7,Bird,Greenwich,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Hammersmith and Fulham,Theft and Handling,Recovered,Jun-2011
1,Reptile,Bromley,Theft and Handling,Not Recovered,Jun-2011
1,Mammal (exc Cat and Dog),Havering,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Redbridge,Theft and Handling,Recovered,Jun-2011
1,Dog,Barking and Dagenham,Theft and Handling,Recovered,Jun-2011
1,Dog,Greenwich,Other Notifiable Offences,Recovered,Jun-2011
7,Mammal (exc Cat and Dog),Tower Hamlets,Theft and Handling,Not Recovered,Jun-2011
4,Mammal (exc Cat and Dog),Tower Hamlets,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Westminster,Theft and Handling,Not Recovered,Jun-2011
7,BIrd,Kingston upon Thames,Burglary,Not Recovered,Jun-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Jun-2011
10,Mammal (exc Cat and Dog),Brent,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Newham,Theft and Handling,Not Recovered,Jun-2011
2,Fish,Barnet,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Jun-2011
2,Mammal (exc Cat and Dog),Brent,Theft and Handling,Recovered,Jun-2011
1,Mammal (exc Cat and Dog),Merton,Theft and Handling,Not Recovered,Jun-2011
1,Mammal (exc Cat and Dog),Merton,Theft and Handling,Not Recovered,Jun-2011
1,Bird,Richmond upon Thames,Theft and Handling,Not Recovered,Jun-2011
12,Fish,Merton,Theft and Handling,Not Recovered,Jun-2011
1,Cat,Lewisham,Theft and Handling,Not Recovered,Jun-2011
1,Dog,Waltham Forest,Theft and Handling,Recovered,Jun-2011
1,Cat,Ealing,Theft and Handling,Not Recovered,Jul-2011
1,Dog,Redbridge,Robbery,Not Recovered,Jul-2011
1,Cat,Lewisham,Burglary,Not Recovered,Jul-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Jul-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Jul-2011
1,Dog,Redbridge,Robbery,Not Recovered,Jul-2011
2,Fish,Waltham Forest,Burglary,Not Recovered,Jul-2011
1,Reptile,Hounslow,Violence Against the Person,Not Recovered,Jul-2011
1,Dog,Croydon,Robbery,Not Recovered,Jul-2011
1,Dog,Redbridge,Theft and Handling,Recovered,Jul-2011
1,Reptile,Newham,Burglary,Not Recovered,Jul-2011
1,Fish,Greenwich,Theft and Handling,Not Recovered,Jul-2011
10,Fish,Greenwich,Theft and Handling,Not Recovered,Jul-2011
1,Dog,Barnet,Theft and Handling,Recovered,Jul-2011
1,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Jul-2011
1,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Jul-2011
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jul-2011
30,Bird,Hounslow,Burglary,Not Recovered,Jul-2011
25,Bird,Hounslow,Burglary,Not Recovered,Jul-2011
6,Bird,Hillingdon,Burglary,Not Recovered,Jul-2011
1,Mammal (exc Cat and Dog),Hillingdon,Burglary,Not Recovered,Jul-2011
1,Dog,Lambeth,Robbery,Not Recovered,Jul-2011
1,Dog,Enfield,Burglary,Not Recovered,Jul-2011
1,Dog,Brent,Theft and Handling,Not Recovered,Jul-2011
1,Dog,Hounslow,Theft and Handling,Not Recovered,Jul-2011
5,Bird,Kingston upon Thames,Burglary,Not Recovered,Jul-2011
4,Fish,Enfield,Theft and Handling,Not Recovered,Jul-2011
4,Dog,Hounslow,Burglary,Not Recovered,Jul-2011
1,Dog,Haringey,Burglary,Not Recovered,Jul-2011
2,BIrd,Ealing,Burglary,Not Recovered,Jul-2011
1,Dog,Islington,Theft and Handling,Not Recovered,Jul-2011
1,Mammal (exc Cat and Dog),Hillingdon,Theft and Handling,Not Recovered,Jul-2011
1,Dog,Kensington and Chelsea,Theft and Handling,Recovered,Aug-2011
5,Fish,Harrow,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Lewisham,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Bexley,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Enfield,Robbery,Not Recovered,Aug-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,Aug-2011
8,Bird,Lambeth,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Southwark,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Lambeth,Theft and Handling,Not Recovered,Aug-2011
2,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Aug-2011
3,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Aug-2011
50,Fish,Bromley,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Greenwich,Theft and Handling,Not Recovered,Aug-2011
1,Cat,Islington,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Lewisham,Violence Against the Person,Not Recovered,Aug-2011
4,Fish,Bromley,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Enfield,Robbery,Not Recovered,Aug-2011
1,Dog,Haringey,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Hounslow,Theft and Handling,Not Recovered,Aug-2011
10,Mammal (exc Cat and Dog),Enfield,Theft and Handling,Not Recovered,Aug-2011
1,Dog,Barnet,Theft and Handling,Not Recovered,Sep-2011
20,Fish,Ealing,Theft and Handling,Recovered,Sep-2011
1,Dog,Redbridge,Theft and Handling,Not Recovered,Sep-2011
1,Reptile,Islington,Burglary,Not Recovered,Sep-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Sep-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Sep-2011
1,Bird,Camden,Theft and Handling,Not Recovered,Sep-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Sep-2011
15,Bird,Greenwich,Theft and Handling,Not Recovered,Sep-2011
2,Reptile,Bromley,Theft and Handling,Recovered,Sep-2011
2,Cat,Bromley,Burglary,Not Recovered,Sep-2011
1,Dog,Hammersmith and Fulham,Violence Against the Person,Not Recovered,Sep-2011
1,Dog,Ealing,Theft and Handling,Not Recovered,Sep-2011
5,BIrd,Newham,Robbery,Not Recovered,Sep-2011
1,Dog,Lewisham,Theft and Handling,Not Recovered,Sep-2011
1,Dog,Bromley,Theft and Handling,Recovered,Sep-2011
1,Dog,Newham,Theft and Handling,Not Recovered,Sep-2011
1,Dog,Southwark,Theft and Handling,Not Recovered,Sep-2011
2,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Sep-2011
1,Dog,Islington,Theft and Handling,Not Recovered,Sep-2011
1,Dog,Southwark,Robbery,Not Recovered,Sep-2011
1,Dog,Haringey,Violence Against the Person,Not Recovered,Sep-2011
2,Fish,Newham,Burglary,Recovered,Sep-2011
1,Cat,Southwark,Burglary,Not Recovered,Sep-2011
1,Dog,Croydon,Burglary,Not Recovered,Sep-2011
1,Dog,Wandsworth,Violence Against the Person,Not Recovered,Sep-2011
1,Reptile,Bromley,Theft and Handling,Not Recovered,Sep-2011
1,BIrd,Islington,Theft and Handling,Not Recovered,Sep-2011
1,Dog,Islington,Violence Against the Person,Not Recovered,Oct-2011
1,Dog,Hounslow,Theft and Handling,Not Recovered,Oct-2011
1,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Oct-2011
1,Dog,Bromley,Robbery,Not Recovered,Oct-2011
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Oct-2011
1,Dog,Redbridge,Robbery,Not Recovered,Oct-2011
1,Dog,Haringey,Burglary,Not Recovered,Oct-2011
1,Dog,Kensington and Chelsea,Burglary,Recovered,Oct-2011
1,Dog,Lewisham,Robbery,Not Recovered,Oct-2011
1,Bird,Croydon,Burglary,Not Recovered,Oct-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Oct-2011
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Oct-2011
1,Dog,Haringey,Theft and Handling,Not Recovered,Oct-2011
1,Dog,Croydon,Theft and Handling,Not Recovered,Oct-2011
1,Dog,Hillingdon,Burglary,Not Recovered,Oct-2011
